site_id,report_date,actual_production
1401.0,2023-10-31,25035.600000000002
1402.0,2023-10-31,13832.2
1507.0,2023-10-31,93136.40000000001
1506.0,2023-10-31,102145.0
1507.0,2023-11-30,84428.5
1506.0,2023-11-30,97175.7
1398.0,2023-11-30,74710.0
1399.0,2023-11-30,64653.6
1400.0,2023-11-30,26709.600000000002
1401.0,2023-11-30,24056.0
1402.0,2023-11-30,20004.3
1398.0,2023-12-31,77862.7
1399.0,2023-12-31,65847.1
1400.0,2023-12-31,26982.4
1401.0,2023-12-31,23572.4
1402.0,2023-12-31,17546.0
1507.0,2023-12-31,87243.3
1506.0,2023-12-31,100852.3
1398.0,2024-01-31,78913.6
1399.0,2024-01-31,68916.1
1400.0,2024-01-31,26300.4
1401.0,2024-01-31,24967.4
1402.0,2024-01-31,19768.7
1507.0,2024-01-31,76821.1
1506.0,2024-01-31,101955.90000000001
1398.0,2024-02-29,78808.2
1399.0,2024-02-29,68975.0
1400.0,2024-02-29,26309.7
1401.0,2024-02-29,24970.5
1402.0,2024-02-29,20081.8
1507.0,2024-02-29,87670.39475
1506.0,2024-02-29,94452.45757
1398.0,2024-03-31,74851.05
1399.0,2024-03-31,75553.2
1400.0,2024-03-31,27934.100000000002
1401.0,2024-03-31,23407.170000000002
1402.0,2024-03-31,14281.0540623
1507.0,2024-03-31,90634.7
1506.0,2024-03-31,102569.7
1398.0,2024-04-30,72930.6
1399.0,2024-04-30,71225.6
1400.0,2024-04-30,23885.5
1401.0,2024-04-30,23625.100000000002
1402.0,2024-04-30,17434.4
1507.0,2024-04-30,48353.8
1506.0,2024-04-30,94875.5
1373.0,2022-02-28,1494.7115958209993
1380.0,2022-10-31,2584.743918479999
1383.0,2022-10-31,3349.265575
1391.0,2022-10-31,6426.268206369004
1374.0,2022-11-30,7074.135543653
1385.0,2023-01-31,2429.5914747400006
1394.0,2023-03-31,4766.5577680000015
1392.0,2023-04-30,1151.792631
1380.0,2023-06-30,4579.1287086719985
1379.0,2023-09-30,2824.3473800000006
1384.0,2023-10-31,89.60626483200002
1373.0,2023-12-31,1957.4048202559995
1386.0,2024-02-29,402.86319792999996
1385.0,2024-03-31,385.67522468000004
1384.0,2022-08-31,7072.125480000003
1388.0,2022-03-31,1453.0847619999997
1379.0,2022-05-31,2549.9584378
1378.0,2022-06-30,4201.851777010002
1370.0,2022-12-31,4369.632108092603
1371.0,2023-02-28,1615.4750069999998
1381.0,2023-04-30,853.0143830000002
1378.0,2023-04-30,1244.159394
1381.0,2023-06-30,2050.28381405
1374.0,2023-06-30,3646.1590553639994
1391.0,2023-07-31,470.500736472
1389.0,2023-08-31,2056.187251
1384.0,2023-12-31,1804.1318295119997
1371.0,2024-02-29,360.4033632639999
1390.0,2022-08-31,10765.86019106501
1372.0,2022-09-30,3786.6924699999986
1395.0,2022-09-30,3432.53328
1387.0,2022-03-31,3684.0559702069568
1391.0,2022-03-31,1770.1578912600005
1383.0,2022-04-30,1724.8852599999998
1389.0,2022-05-31,2685.971936
1390.0,2022-07-31,9591.206196310986
1392.0,2022-10-31,2022.6244499999998
1381.0,2022-12-31,4679.8620519999995
1387.0,2023-02-28,999.6297358100005
1385.0,2023-03-31,486.530368
1386.0,2023-03-31,2905.179756
1393.0,2023-05-31,485.94316599999996
1395.0,2023-06-30,3812.18811
1380.0,2023-07-31,2623.248244224001
1380.0,2023-09-30,3325.7373415679986
1378.0,2023-09-30,3323.8574387
1385.0,2023-10-31,2183.15391613275
1394.0,2023-12-31,3091.429883809
1385.0,2024-02-29,312.95897852
1378.0,2022-09-30,4882.073285
1385.0,2022-01-31,3962.2946018999987
1381.0,2022-03-31,788.5934070000001
1384.0,2022-03-31,1098.806904
1393.0,2022-04-30,1004.6121649920003
1386.0,2022-04-30,640.110134
1385.0,2022-05-31,2104.3058422199997
1384.0,2022-05-31,3900.6637530000003
1377.0,2022-06-30,6752.8482650000005
1390.0,2022-11-30,5125.696583232001
1372.0,2023-01-31,2012.1311623499998
1372.0,2023-02-28,1739.4807730000002
1392.0,2023-03-31,3498.0247169999993
1394.0,2023-04-30,1969.2221450000002
1389.0,2023-06-30,2432.095373725
1376.0,2023-06-30,3662.4396664260007
1378.0,2023-06-30,3338.3651999999997
1372.0,2023-08-31,1449.48188
1370.0,2023-09-30,398.68564244670006
1376.0,2023-09-30,4329.256276680002
1382.0,2023-12-31,1994.1017034619997
1388.0,2024-02-29,21.203863104
1371.0,2024-03-31,369.40743007200007
1385.0,2022-02-28,1292.3040990000002
1390.0,2022-02-28,767.7677919448165
1389.0,2022-09-30,3007.607104
1372.0,2022-01-31,4268.812506749999
1385.0,2022-04-30,154.74852800000002
1392.0,2022-04-30,654.216002
1394.0,2022-05-31,5759.310665
1393.0,2022-07-31,12041.124062136287
1385.0,2022-10-31,1220.7360479145486
1370.0,2023-01-31,2666.4423565987004
1383.0,2023-03-31,7209.060385
1384.0,2023-05-31,525.3298192
1385.0,2023-06-30,1770.9515645750002
1386.0,2023-06-30,4470.7766062
1377.0,2023-07-31,3333.297816000001
1388.0,2023-09-30,285.97521699999993
1380.0,2023-11-30,1937.023914586
1386.0,2023-11-30,2575.3408499899997
1379.0,2023-12-31,1437.416374464
1372.0,2024-02-29,897.3129342564001
1392.0,2024-02-29,613.5955161260001
1372.0,2024-03-31,2137.758594522001
1373.0,2024-03-31,612.2954802239999
1382.0,2022-08-31,7199.670541265004
1381.0,2022-02-28,966.4739800000001
1376.0,2022-09-30,13193.672478371993
1395.0,2022-01-31,4501.436840000001
1382.0,2022-03-31,1250.3232682740004
1395.0,2022-05-31,4555.826805
1391.0,2022-05-31,7112.934862328003
1379.0,2022-07-31,5359.583924
1392.0,2022-07-31,8076.304697999995
1387.0,2022-12-31,8810.708174939999
1389.0,2022-12-31,4101.609504
1388.0,2023-01-31,1647.1286730000004
1372.0,2023-04-30,538.4208649999999
1377.0,2023-04-30,1522.838172
1385.0,2023-05-31,414.29893890000005
1385.0,2023-07-31,418.586676
1370.0,2023-08-31,1233.2964318986994
1377.0,2023-08-31,5737.767927999999
1374.0,2023-08-31,2259.93741824
1370.0,2023-11-30,4538.488342795599
1388.0,2023-11-30,3384.712548962999
1387.0,2023-12-31,1626.9780061900003
1378.0,2024-03-31,951.6944199999998
1374.0,2024-03-31,436.1589747570002
1395.0,2022-04-30,437.57197500000007
1390.0,2022-05-31,3994.3025001879996
1377.0,2022-05-31,5126.479135194698
1383.0,2022-06-30,8542.750289999996
1387.0,2022-10-31,8934.277838520002
1375.0,2022-10-31,1653.2367437399994
1394.0,2022-10-31,3123.580615
1373.0,2022-11-30,9989.462526397998
1385.0,2023-02-28,1531.7159520000002
1387.0,2023-04-30,512.32848182
1373.0,2023-05-31,445.3187061120001
1382.0,2023-05-31,542.9374053500001
1374.0,2023-05-31,889.9632244720001
1383.0,2023-06-30,8220.64076
1378.0,2023-08-31,3728.5663059499984
1395.0,2023-10-31,2816.8324678799995
1385.0,2023-12-31,1491.5779954131256
1386.0,2023-12-31,2412.7973068899987
1370.0,2024-02-29,368.07075069130013
1391.0,2024-03-31,204.581926008
1393.0,2022-01-31,8764.536176639995
1372.0,2022-03-31,1081.8031559999997
1373.0,2022-04-30,553.20662376
1374.0,2022-05-31,5106.627797511997
1387.0,2022-06-30,13478.836556440003
1376.0,2022-06-30,10960.282932635995
1370.0,2022-07-31,7976.611913716801
1371.0,2022-07-31,6567.557452000004
1387.0,2022-07-31,10407.77712506999
1375.0,2022-07-31,5199.113141339996
1395.0,2022-10-31,2213.8431450000003
1395.0,2022-12-31,5833.2495089999975
1388.0,2023-02-28,867.7953380000001
1388.0,2023-05-31,157.68826032500002
1388.0,2023-06-30,563.611682
1383.0,2023-12-31,3714.8501618899995
1391.0,2023-12-31,814.3013252659999
1374.0,2023-12-31,2956.6139206310004
1383.0,2024-01-31,3555.3876452399995
1376.0,2024-02-29,370.58196328
1394.0,2024-02-29,779.7262795919999
1379.0,2022-02-28,910.2836279999999
1386.0,2022-02-28,2066.416538
1385.0,2022-09-30,4004.7021710000004
1383.0,2022-01-31,8444.614489000001
1381.0,2022-05-31,2953.315683349999
1386.0,2022-06-30,5334.786093999998
1373.0,2022-07-31,8174.007680254993
1391.0,2022-07-31,8513.412561336003
1374.0,2022-10-31,2106.2826416639996
1384.0,2022-12-31,4400.925726
1376.0,2023-04-30,625.5900006
1375.0,2023-06-30,3208.5871856400017
1387.0,2023-09-30,967.5651858900003
1394.0,2023-09-30,4617.3490950000005
1394.0,2023-10-31,5705.673917354004
1372.0,2024-01-31,1205.9052896788
1394.0,2024-01-31,2556.285136784002
1379.0,2022-08-31,5381.464096000024
1377.0,2022-02-28,3063.952518
1374.0,2022-01-31,7859.093010191
1395.0,2022-03-31,1204.1095950000001
1387.0,2022-04-30,6644.672070624431
1390.0,2022-04-30,711.2705066356416
1385.0,2022-06-30,3486.077441
1390.0,2022-10-31,1714.4304790929991
1373.0,2022-10-31,2704.2084368200003
1387.0,2022-11-30,9046.496159869981
1390.0,2022-12-31,4149.241891344002
1384.0,2023-04-30,1331.6548479999997
1389.0,2023-07-31,79.536669
1382.0,2023-07-31,1163.4078040000002
1372.0,2023-09-30,1510.5656013750001
1387.0,2023-10-31,1340.46888084
1390.0,2023-11-30,603.98319528
1392.0,2023-11-30,2704.728814507002
1391.0,2024-02-29,182.59
1379.0,2024-03-31,421.59698928000006
1383.0,2022-08-31,10177.151355
1383.0,2022-03-31,2738.9292360000004
1380.0,2022-04-30,501.74554247999987
1388.0,2022-06-30,5168.155452000001
1372.0,2022-11-30,3127.485964000001
1385.0,2022-11-30,2555.0737304400004
1379.0,2022-11-30,3014.732888
1376.0,2023-02-28,1625.0166901299995
1387.0,2023-05-31,564.47887755
1375.0,2023-05-31,532.9614853799999
1391.0,2023-06-30,1405.223522302
1375.0,2023-07-31,1119.2585990999999
1394.0,2023-07-31,3094.489998
1395.0,2023-08-31,3183.2932799999985
1373.0,2023-08-31,3142.265096448
1391.0,2023-08-31,1612.4869186120002
1391.0,2023-09-30,1661.9531125679998
1383.0,2023-10-31,6640.65022385
1372.0,2023-12-31,2807.9280707870994
1391.0,2024-01-31,67.061766738
1382.0,2024-02-29,364.32888728100005
1370.0,2024-03-31,1700.0521835269992
1370.0,2022-09-30,7294.1187997796005
1375.0,2022-09-30,6686.160419580003
1374.0,2022-09-30,8793.823041247997
1378.0,2022-05-31,4038.068669150001
1384.0,2022-06-30,5587.40032
1374.0,2022-06-30,10441.29686006399
1393.0,2022-10-31,1627.8880053000003
1382.0,2022-10-31,1534.9446796671587
1395.0,2022-11-30,6400.35703
1382.0,2022-11-30,5362.511626000001
1374.0,2022-12-31,6286.627503382997
1389.0,2023-01-31,1545.2880000000002
1382.0,2023-01-31,2244.6090329999997
1370.0,2023-03-31,3012.9816454891015
1375.0,2023-04-30,78.05166174
1372.0,2023-05-31,679.569255125
1386.0,2023-08-31,3459.282094999999
1370.0,2023-10-31,1339.5584299236
1372.0,2023-10-31,1481.5525297899997
1371.0,2024-01-31,1321.261469847
1393.0,2022-08-31,10440.085058755207
1376.0,2022-08-31,14785.518074760028
1393.0,2022-02-28,3082.3470683520027
1378.0,2022-01-31,4556.28722475
1391.0,2022-04-30,4907.241913037002
1375.0,2022-05-31,6244.842084659997
1380.0,2022-06-30,5663.542424984995
1391.0,2022-06-30,7296.518704162003
1372.0,2022-10-31,2412.3355250000004
1383.0,2022-11-30,8069.179168510007
1386.0,2022-11-30,6712.014879
1395.0,2023-01-31,1528.2936759999998
1394.0,2023-01-31,2879.126209
1377.0,2023-03-31,4449.247658000001
1371.0,2023-06-30,2050.062333
1376.0,2023-07-31,1340.0342148359998
1394.0,2023-08-31,4909.418788
1377.0,2023-09-30,4580.80955
1374.0,2023-09-30,2757.7312804839994
1371.0,2023-11-30,2125.2847956739997
1371.0,2023-12-31,1940.9581565160006
1376.0,2023-12-31,1366.8397633080006
1381.0,2024-01-31,1335.1816204120003
1393.0,2024-03-31,603.7822459392002
1387.0,2022-08-31,11276.17190975999
1389.0,2022-01-31,4667.249031625
1375.0,2022-01-31,4528.800772500001
1394.0,2022-01-31,7291.571721
1370.0,2022-03-31,1048.4830005002
1378.0,2022-10-31,605.834302
1382.0,2022-12-31,6214.4561060000015
1384.0,2023-01-31,2095.103628
1382.0,2023-02-28,1623.6162580000002
1394.0,2023-02-28,2492.2258420000007
1381.0,2023-05-31,441.45877669999993
1380.0,2023-08-31,3768.341536896001
1388.0,2023-10-31,816.889541802
1379.0,2023-10-31,1658.8693612799998
1391.0,2023-11-30,1145.6525699029999
1386.0,2024-01-31,1670.0679193899998
1378.0,2022-08-31,7612.460746590003
1382.0,2022-09-30,5365.415732505003
1376.0,2022-03-31,4077.023250239999
1377.0,2022-04-30,1019.3407599999998
1379.0,2022-04-30,354.50236
1394.0,2022-04-30,1316.764246
1387.0,2022-05-31,9556.36204529488
1375.0,2022-06-30,8825.473976519997
1389.0,2022-10-31,785.8058560000001
1392.0,2022-12-31,7236.8244190000005
1387.0,2023-01-31,2105.722244620001
1392.0,2023-01-31,2701.353949225
1378.0,2023-02-28,903.829614
1371.0,2023-03-31,833.1025559999998
1378.0,2023-03-31,3004.9137619999997
1389.0,2023-04-30,990.875134
1373.0,2023-04-30,582.146781888
1392.0,2023-08-31,3349.4838459999987
1389.0,2023-09-30,1837.668778
1392.0,2023-10-31,5733.6501843909955
1379.0,2023-11-30,1390.4046929279998
1373.0,2023-11-30,1874.995767330001
1389.0,2023-12-31,1484.3663659007998
1395.0,2023-12-31,1323.170778664
1389.0,2024-03-31,376.13828989440003
1374.0,2022-08-31,12856.682163452011
1375.0,2022-02-28,1752.2822794200006
1392.0,2022-09-30,4800.281211
1371.0,2022-01-31,4479.309380999998
1386.0,2022-01-31,6091.58277
1391.0,2022-01-31,3625.4466151409974
1394.0,2022-03-31,2172.715476
1392.0,2022-03-31,1480.0671619999998
1388.0,2022-05-31,5252.181757999997
1392.0,2022-06-30,5609.839081
1374.0,2022-07-31,11813.641568001003
1383.0,2022-12-31,7475.301785370004
1379.0,2022-12-31,4358.542712
1378.0,2022-12-31,6073.6611867099955
1380.0,2023-01-31,4060.1950508070004
1375.0,2023-01-31,2180.06969652
1395.0,2023-03-31,2561.096775
1375.0,2023-03-31,516.6480335999998
1379.0,2023-05-31,415.4366916000001
1371.0,2023-08-31,3216.940524999999
1382.0,2023-09-30,1977.5039809999998
1377.0,2023-11-30,2830.7412635045976
1383.0,2024-02-29,2795.8765633600015
1371.0,2022-08-31,7747.576420000001
1389.0,2022-08-31,4238.732672000001
1377.0,2022-08-31,10494.229119999998
1387.0,2022-02-28,1909.8045357204728
1374.0,2022-02-28,2493.5307212489975
1373.0,2022-01-31,6766.355614046993
1378.0,2022-04-30,391.20040800000004
1375.0,2022-04-30,1046.4231790199997
1381.0,2022-07-31,6333.367487000001
1372.0,2022-07-31,6362.870280000001
1388.0,2022-10-31,1575.403105
1378.0,2023-01-31,1308.0298010099996
1390.0,2023-02-28,615.8562707262538
1371.0,2023-05-31,932.0980466750001
1385.0,2023-11-30,1341.0531238004994
1380.0,2024-01-31,1643.3789780690008
1378.0,2024-01-31,623.89083108
1375.0,2024-01-31,1313.0247156155997
1384.0,2024-02-29,149.42000000000002
1390.0,2024-03-31,255.55999579200002
1376.0,2024-03-31,533.0390808600001
1395.0,2022-08-31,9265.185449999999
1373.0,2022-08-31,8990.843452401994
1372.0,2022-02-28,2331.932375
1393.0,2022-09-30,6427.196375961596
1377.0,2022-09-30,5382.865079
1380.0,2022-01-31,6436.088732980001
1377.0,2022-01-31,7341.272067999999
1393.0,2022-03-31,1536.078631103999
1386.0,2022-03-31,1415.397907
1383.0,2022-05-31,7377.392886389999
1395.0,2022-07-31,8486.403915
1384.0,2022-11-30,4714.545906
1393.0,2023-01-31,3078.368076
1379.0,2023-01-31,2128.72598
1381.0,2023-02-28,1511.531883
1379.0,2023-02-28,1607.8035920000002
1379.0,2023-03-31,626.4016240000001
1384.0,2023-03-31,1133.544264
1374.0,2023-03-31,1072.9671961469999
1377.0,2023-06-30,6578.0197039999985
1382.0,2023-08-31,2455.4240989999994
1373.0,2023-10-31,3599.142509184
1374.0,2023-10-31,2284.459535232
1393.0,2023-11-30,2500.7352712704005
1389.0,2024-01-31,692.4151629504001
1380.0,2024-02-29,419.906693479
1392.0,2022-08-31,9829.320566999997
1382.0,2022-02-28,1578.1473025309992
1383.0,2022-09-30,6237.189925000001
1374.0,2022-03-31,1771.705658949999
1390.0,2022-06-30,6814.185014636995
1382.0,2022-07-31,8813.855217153025
1394.0,2022-11-30,7465.104637000001
1374.0,2023-01-31,3157.6609399510003
1389.0,2023-03-31,622.051456
1370.0,2023-05-31,328.7165747312
1389.0,2023-05-31,533.0397989749999
1390.0,2023-06-30,754.4773984107189
1393.0,2023-07-31,1270.3142800000003
1387.0,2023-07-31,1551.7320177399997
1395.0,2023-11-30,1174.4757937060006
1390.0,2023-12-31,725.012426592
1381.0,2024-03-31,393.17471616
1375.0,2022-08-31,7951.975125840004
1394.0,2022-08-31,10504.313915999992
1381.0,2022-09-30,5097.844320999993
1389.0,2022-04-30,215.602272
1389.0,2022-07-31,5999.315423999996
1383.0,2022-07-31,7889.919275000006
1378.0,2022-07-31,6695.866383800004
1394.0,2022-07-31,8677.980535999986
1381.0,2022-10-31,1400.047544
1371.0,2022-12-31,5521.314364999999
1385.0,2022-12-31,3597.398628240001
1386.0,2023-02-28,2198.560548
1374.0,2023-02-28,1759.7193331800006
1379.0,2023-06-30,1610.7309406000002
1392.0,2023-07-31,1949.558194
1390.0,2023-09-30,1661.741307795395
1384.0,2023-11-30,2334.586822230002
1394.0,2023-11-30,3532.181719645001
1378.0,2023-12-31,1935.37366102
1375.0,2023-12-31,1710.6896106710997
1376.0,2024-01-31,178.34190514200003
1395.0,2024-03-31,522.62113716
1378.0,2022-02-28,1920.97422426
1387.0,2022-09-30,11084.124246240004
1386.0,2022-09-30,4725.379011
1387.0,2022-01-31,5230.771235087751
1372.0,2022-04-30,476.094745
1395.0,2022-06-30,5450.240199999997
1385.0,2022-07-31,3585.345561639998
1377.0,2022-10-31,2742.6024879999995
1376.0,2022-10-31,2849.936224104
1373.0,2022-12-31,7401.801127547995
1375.0,2022-12-31,5043.828922792238
1373.0,2023-01-31,3558.4390658839975
1377.0,2023-02-28,2539.631011
1393.0,2023-03-31,1568.068536
1395.0,2023-04-30,766.53762
1391.0,2023-04-30,636.297541619
1390.0,2023-05-31,344.6768634274413
1393.0,2023-06-30,3530.2731226500014
1381.0,2023-07-31,361.798148
1381.0,2023-09-30,3477.019675
1384.0,2023-09-30,5489.2238160000015
1393.0,2024-01-31,1290.1573686912004
1375.0,2024-02-29,316.82
1374.0,2024-02-29,3184.388887456
1380.0,2022-02-28,1560.9120605119997
1379.0,2022-03-31,1079.162452
1373.0,2022-03-31,1255.2461658000004
1386.0,2022-05-31,4055.2224059999994
1370.0,2022-06-30,6262.874346772603
1371.0,2022-06-30,4067.372856000001
1379.0,2022-06-30,3733.977404
1386.0,2022-10-31,1528.0412429999997
1390.0,2023-04-30,382.64258966399996
1387.0,2023-06-30,1956.3742374700003
1370.0,2023-07-31,1050.206236547801
1372.0,2023-07-31,1155.09534
1379.0,2023-07-31,536.73338
1374.0,2023-07-31,1307.863554024
1384.0,2023-08-31,3120.23556
1393.0,2023-10-31,3021.3733994879985
1377.0,2023-10-31,6393.883037851597
1391.0,2023-10-31,629.893651612
1384.0,2024-03-31,675.6845443439997
1376.0,2022-01-31,5791.098813898002
1374.0,2022-04-30,2866.233995588
1376.0,2022-07-31,14556.94064364002
1389.0,2022-11-30,3904.7352000000005
1372.0,2022-12-31,4442.576489
1383.0,2023-01-31,3764.8182500000007
1391.0,2023-01-31,2460.8787364879995
1370.0,2023-02-28,2214.6663165075997
1375.0,2023-02-28,852.9056765400003
1388.0,2023-03-31,775.204414
1390.0,2023-03-31,836.9767136589657
1370.0,2023-04-30,455.4152310859999
1393.0,2023-04-30,963.594948
1380.0,2023-05-31,523.335867456
1395.0,2023-05-31,508.034459625
1384.0,2023-07-31,1209.25296
1383.0,2023-08-31,6515.777624999999
1376.0,2023-10-31,4077.088919399999
1376.0,2023-11-30,2372.716586072001
1377.0,2023-12-31,1970.8666566994998
1381.0,2024-02-29,313.617954324
1380.0,2024-03-31,547.906149024
1388.0,2024-03-31,1250.9695419519994
1387.0,2024-03-31,508.2313104
1382.0,2024-03-31,601.1580516959999
1381.0,2022-08-31,6609.353760000001
1385.0,2022-08-31,5314.3460270000005
1388.0,2022-02-28,2247.349588
1371.0,2022-03-31,643.4971320000001
1390.0,2022-03-31,818.0369506003876
1378.0,2022-03-31,1341.917739
1382.0,2022-04-30,474.8898630090001
1373.0,2022-06-30,5057.418725243997
1382.0,2022-06-30,5686.302302057995
1380.0,2022-11-30,9858.668896889
1380.0,2022-12-31,6893.72046775499
1376.0,2022-12-31,7196.339121894
1380.0,2023-02-28,1944.7547573920008
1387.0,2023-03-31,2119.8186470800006
1379.0,2023-04-30,825.7819679999999
1372.0,2023-06-30,2188.71966
1392.0,2023-06-30,4569.217471999998
1381.0,2023-08-31,2841.20053
1390.0,2023-10-31,1699.5903799679995
1375.0,2023-11-30,1471.4306201157003
1374.0,2023-11-30,3693.621887618999
1373.0,2024-01-31,1549.4581045929995
1392.0,2024-01-31,1713.549581171
1383.0,2024-03-31,3093.637398799999
1392.0,2024-03-31,935.4515937839997
1388.0,2022-09-30,4796.265471
1384.0,2022-09-30,4820.170408000002
1382.0,2022-01-31,6649.5945746449925
1370.0,2022-05-31,4334.584256885202
1373.0,2022-05-31,5081.951796613
1376.0,2022-05-31,7908.132018288001
1392.0,2022-05-31,4407.788323099999
1384.0,2022-10-31,1737.3396960000007
1378.0,2022-11-30,4856.815259999998
1391.0,2022-12-31,5828.675865658004
1391.0,2023-02-28,1169.4867916869996
1382.0,2023-04-30,738.630614
1383.0,2023-05-31,3223.14192
1378.0,2023-05-31,561.627
1384.0,2023-06-30,2833.3589126
1390.0,2023-07-31,384.000603458043
1388.0,2023-08-31,632.3170130000001
1392.0,2023-09-30,2561.7425049999993
1389.0,2023-10-31,1589.8940331264005
